郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),當月：105年12月，當年累計：105年01~12月
830,鳳山,2表燈營業用,"10,249 ","16,053 ","10,918,811 ","141,904,224 ",
830,鳳山,3表燈小計,**,"17,330 ","54,833,607 ","802,456,381 ",
830,鳳山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
830,鳳山,5低壓綜合需量非營業用,641 ,"22,129 ","3,536,800 ","42,305,585 ",
830,鳳山,6低壓綜合非營業用電小計,**,"22,129 ","3,536,800 ","42,305,585 ",
830,鳳山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
830,鳳山,8低壓綜合需量營業用,712 ,"30,766 ","7,451,305 ","94,798,282 ",
830,鳳山,9低壓綜合營業用電小計,**,"30,766 ","7,451,305 ","94,798,282 ",
830,鳳山,10低壓綜合用電小計,**,"52,895 ","10,988,105 ","137,103,867 ",
830,鳳山,11低壓裝置電力,106 ,935 ,"206,107 ","2,436,800 ",
830,鳳山,12低壓需量電力,282 ,"10,950 ","1,885,075 ","22,296,073 ",
830,鳳山,13低壓電力小計,**,"11,885 ","2,091,182 ","24,732,873 ",
830,鳳山,14高壓電力,111 ,"43,162 ","10,975,535 ","147,208,050 ",
830,鳳山,15特高壓電力,*,0 ,0 ,0 ,
830,鳳山,16高＆特高壓電力小計,**,"43,162 ","10,975,535 ","147,208,050 ",
830,鳳山,17電力小計,**,"55,047 ","13,066,717 ","171,940,923 ",
830,鳳山,18綜合＆電力小計,**,"107,942 ","24,054,822 ","309,044,790 ",
830,鳳山,19電燈＆綜合＆電力小計,**,"125,272 ","78,888,429 ","1,111,501,171 ",
830,鳳山,20臨時電燈,53 ,0 ,"22,283 ","192,381 ",
830,鳳山,21臨時電力,37 ,"1,877 ","414,142 ","4,638,360 ",
830,鳳山,22臨時用電小計,**,"1,877 ","436,425 ","4,830,741 ",
830,鳳山,23總計（含臨時用電）,**,"125,272 ","79,324,854 ","1,116,331,912 ",
830,鳳山,24表燈合計,**,"17,330 ","54,855,890 ","802,648,762 ",
830,鳳山,25綜合＆電力合計,**,"107,942 ","24,468,964 ","313,683,150 ",
831,大寮,1表燈非營業用,"68,985 ",210 ,"15,419,222 ","224,001,894 ",
831,大寮,2表燈營業用,"6,247 ","7,519 ","10,297,588 ","116,103,963 ",
831,大寮,3表燈小計,**,"7,729 ","25,716,810 ","340,105,857 ",
831,大寮,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
831,大寮,5低壓綜合需量非營業用,104 ,"4,208 ","667,524 ","7,850,793 ",
831,大寮,6低壓綜合非營業用電小計,**,"4,208 ","667,524 ","7,850,793 ",
831,大寮,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
831,大寮,8低壓綜合需量營業用,186 ,"10,260 ","2,175,117 ","25,868,704 ",
831,大寮,9低壓綜合營業用電小計,**,"10,260 ","2,175,117 ","25,868,704 ",
831,大寮,10低壓綜合用電小計,**,"14,468 ","2,842,641 ","33,719,497 ",
831,大寮,11低壓裝置電力,301 ,"2,971 ","625,746 ","8,059,457 ",
831,大寮,12低壓需量電力,640 ,"44,549 ","7,590,574 ","89,243,610 ",
831,大寮,13低壓電力小計,**,"47,520 ","8,216,320 ","97,303,067 ",
831,大寮,14高壓電力,303 ,"168,143 ","52,863,613 ","624,427,405 ",
831,大寮,15特高壓電力,6 ,"16,250 ","2,393,600 ","61,880,794 ",
831,大寮,16高＆特高壓電力小計,**,"184,393 ","55,257,213 ","686,308,199 ",
831,大寮,17電力小計,**,"231,913 ","63,473,533 ","783,611,266 ",
831,大寮,18綜合＆電力小計,**,"246,381 ","66,316,174 ","817,330,763 ",
831,大寮,19電燈＆綜合＆電力小計,**,"254,110 ","92,032,984 ","1,157,436,620 ",
831,大寮,20臨時電燈,38 ,0 ,"4,579 ","110,948 ",
831,大寮,21臨時電力,15 ,"1,660 ","244,387 ","4,419,544 ",
831,大寮,22臨時用電小計,**,"1,660 ","248,966 ","4,530,492 ",
831,大寮,23總計（含臨時用電）,**,"254,110 ","92,281,950 ","1,161,967,112 ",
831,大寮,24表燈合計,**,"7,729 ","25,721,389 ","340,216,805 ",
831,大寮,25綜合＆電力合計,**,"246,381 ","66,560,561 ","821,750,307 ",
832,林園,1表燈非營業用,"40,040 ",173 ,"9,485,695 ","120,132,974 ",
832,林園,2表燈營業用,"2,024 ","2,023 ","2,224,738 ","23,744,457 ",
832,林園,3表燈小計,**,"2,196 ","11,710,433 ","143,877,431 ",
832,林園,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
832,林園,5低壓綜合需量非營業用,33 ,"1,033 ","141,183 ","1,863,331 ",
832,林園,6低壓綜合非營業用電小計,**,"1,033 ","141,183 ","1,863,331 ",
832,林園,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
832,林園,8低壓綜合需量營業用,100 ,"3,795 ","893,430 ","11,057,069 ",
832,林園,9低壓綜合營業用電小計,**,"3,795 ","893,430 ","11,057,069 ",
832,林園,10低壓綜合用電小計,**,"4,828 ","1,034,613 ","12,920,400 ",
832,林園,11低壓裝置電力,890 ,"6,447 ","1,562,270 ","24,251,347 ",
832,林園,12低壓需量電力,81 ,"3,897 ","612,175 ","7,144,037 ",
832,林園,13低壓電力小計,**,"10,344 ","2,174,445 ","31,395,384 ",
832,林園,14高壓電力,40 ,"19,766 ","7,222,515 ","86,243,957 ",
832,林園,15特高壓電力,15 ,"247,723 ","151,846,000 ","1,815,933,910 ",
832,林園,16高＆特高壓電力小計,**,"267,489 ","159,068,515 ","1,902,177,867 ",
832,林園,17電力小計,**,"277,833 ","161,242,960 ","1,933,573,251 ",
832,林園,18綜合＆電力小計,**,"282,661 ","162,277,573 ","1,946,493,651 ",
832,林園,19電燈＆綜合＆電力小計,**,"284,857 ","173,988,006 ","2,090,371,082 ",
832,林園,20臨時電燈,14 ,0 ,"2,986 ","49,407 ",
832,林園,21臨時電力,*,0 ,0 ,"15,360 ",
832,林園,22臨時用電小計,**,0 ,"2,986 ","64,767 ",
832,林園,23總計（含臨時用電）,**,"284,857 ","173,990,992 ","2,090,435,849 ",
832,林園,24表燈合計,**,"2,196 ","11,713,419 ","143,926,838 ",
832,林園,25綜合＆電力合計,**,"282,661 ","162,277,573 ","1,946,509,011 ",
833,鳥松,1表燈非營業用,"27,874 ",278 ,"626,980 ","101,912,044 ",
833,鳥松,2表燈營業用,"2,468 ","3,251 ","1,422,100 ","49,927,414 ",
833,鳥松,3表燈小計,**,"3,529 ","2,049,080 ","151,839,458 ",
833,鳥松,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
833,鳥松,5低壓綜合需量非營業用,92 ,"4,286 ","640,180 ","7,471,685 ",
833,鳥松,6低壓綜合非營業用電小計,**,"4,286 ","640,180 ","7,471,685 ",
833,鳥松,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
833,鳥松,8低壓綜合需量營業用,92 ,"5,989 ","1,394,824 ","15,381,425 ",
833,鳥松,9低壓綜合營業用電小計,**,"5,989 ","1,394,824 ","15,381,425 ",
833,鳥松,10低壓綜合用電小計,**,"10,275 ","2,035,004 ","22,853,110 ",
833,鳥松,11低壓裝置電力,72 ,540 ,"99,826 ","1,236,901 ",
833,鳥松,12低壓需量電力,105 ,"4,882 ","799,519 ","8,995,022 ",
833,鳥松,13低壓電力小計,**,"5,422 ","899,345 ","10,231,923 ",
833,鳥松,14高壓電力,39 ,"15,809 ","4,100,338 ","50,009,369 ",
833,鳥松,15特高壓電力,*,"16,550 ","8,315,400 ","107,091,100 ",
833,鳥松,16高＆特高壓電力小計,**,"32,359 ","12,415,738 ","157,100,469 ",
833,鳥松,17電力小計,**,"37,781 ","13,315,083 ","167,332,392 ",
833,鳥松,18綜合＆電力小計,**,"48,056 ","15,350,087 ","190,185,502 ",
833,鳥松,19電燈＆綜合＆電力小計,**,"51,585 ","17,399,167 ","342,024,960 ",
833,鳥松,20臨時電燈,38 ,0 ,0 ,"122,001 ",
833,鳥松,21臨時電力,*,161 ,"29,600 ","485,800 ",
833,鳥松,22臨時用電小計,**,161 ,"29,600 ","607,801 ",
833,鳥松,23總計（含臨時用電）,**,"51,585 ","17,428,767 ","342,632,761 ",
833,鳥松,24表燈合計,**,"3,529 ","2,049,080 ","151,961,459 ",
833,鳥松,25綜合＆電力合計,**,"48,056 ","15,379,687 ","190,671,302 ",
840,大樹,1表燈非營業用,"25,857 ",71 ,"5,295,240 ","74,937,081 ",
840,大樹,2表燈營業用,"1,520 ","1,753 ","1,867,524 ","20,767,838 ",
840,大樹,3表燈小計,**,"1,824 ","7,162,764 ","95,704,919 ",
840,大樹,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
840,大樹,5低壓綜合需量非營業用,41 ,"2,245 ","395,493 ","4,710,227 ",
840,大樹,6低壓綜合非營業用電小計,**,"2,245 ","395,493 ","4,710,227 ",
840,大樹,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
840,大樹,8低壓綜合需量營業用,44 ,"2,226 ","471,214 ","5,531,332 ",
840,大樹,9低壓綜合營業用電小計,**,"2,226 ","471,214 ","5,531,332 ",
840,大樹,10低壓綜合用電小計,**,"4,471 ","866,707 ","10,241,559 ",
840,大樹,11低壓裝置電力,162 ,"1,616 ","304,160 ","3,792,397 ",
840,大樹,12低壓需量電力,114 ,"5,906 ","1,080,822 ","13,243,160 ",
840,大樹,13低壓電力小計,**,"7,522 ","1,384,982 ","17,035,557 ",
840,大樹,14高壓電力,51 ,"35,352 ","9,006,556 ","118,471,566 ",
840,大樹,15特高壓電力,*,"44,600 ","16,978,300 ","182,923,020 ",
840,大樹,16高＆特高壓電力小計,**,"79,952 ","25,984,856 ","301,394,586 ",
840,大樹,17電力小計,**,"87,474 ","27,369,838 ","318,430,143 ",
840,大樹,18綜合＆電力小計,**,"91,945 ","28,236,545 ","328,671,702 ",
840,大樹,19電燈＆綜合＆電力小計,**,"93,769 ","35,399,309 ","424,376,621 ",
840,大樹,20臨時電燈,8 ,0 ,"6,919 ","37,390 ",
840,大樹,21臨時電力,13 ,524 ,"73,813 ","723,785 ",
840,大樹,22臨時用電小計,**,524 ,"80,732 ","761,175 ",
840,大樹,23總計（含臨時用電）,**,"93,769 ","35,480,041 ","425,137,796 ",
840,大樹,24表燈合計,**,"1,824 ","7,169,683 ","95,742,309 ",
840,大樹,25綜合＆電力合計,**,"91,945 ","28,310,358 ","329,395,487 ",
842,旗山,1表燈非營業用,"24,796 ",396 ,"5,148,363 ","71,649,349 ",
842,旗山,2表燈營業用,"1,581 ","1,602 ","1,398,279 ","16,007,548 ",
842,旗山,3表燈小計,**,"1,998 ","6,546,642 ","87,656,897 ",
842,旗山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
842,旗山,5低壓綜合需量非營業用,43 ,"2,080 ","445,881 ","5,453,769 ",
842,旗山,6低壓綜合非營業用電小計,**,"2,080 ","445,881 ","5,453,769 ",
842,旗山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
842,旗山,8低壓綜合需量營業用,87 ,"3,463 ","788,378 ","10,190,659 ",
842,旗山,9低壓綜合營業用電小計,**,"3,463 ","788,378 ","10,190,659 ",
842,旗山,10低壓綜合用電小計,**,"5,543 ","1,234,259 ","15,644,428 ",
842,旗山,11低壓裝置電力,228 ,"2,021 ","206,420 ","2,285,035 ",
842,旗山,12低壓需量電力,88 ,"3,881 ","581,491 ","9,559,104 ",
842,旗山,13低壓電力小計,**,"5,902 ","787,911 ","11,844,139 ",
842,旗山,14高壓電力,26 ,"11,983 ","3,035,443 ","42,450,030 ",
842,旗山,15特高壓電力,*,0 ,0 ,0 ,
842,旗山,16高＆特高壓電力小計,**,"11,983 ","3,035,443 ","42,450,030 ",
842,旗山,17電力小計,**,"17,885 ","3,823,354 ","54,294,169 ",
842,旗山,18綜合＆電力小計,**,"23,428 ","5,057,613 ","69,938,597 ",
842,旗山,19電燈＆綜合＆電力小計,**,"25,426 ","11,604,255 ","157,595,494 ",
842,旗山,20臨時電燈,8 ,0 ,"2,171 ","65,921 ",
842,旗山,21臨時電力,*,0 ,0 ,0 ,
842,旗山,22臨時用電小計,**,0 ,"2,171 ","65,921 ",
842,旗山,23總計（含臨時用電）,**,"25,426 ","11,606,426 ","157,661,415 ",
842,旗山,24表燈合計,**,"1,998 ","6,548,813 ","87,722,818 ",
842,旗山,25綜合＆電力合計,**,"23,428 ","5,057,613 ","69,938,597 ",
843,美濃,1表燈非營業用,"24,871 ",62 ,"5,205,354 ","64,615,870 ",
843,美濃,2表燈營業用,902 ,665 ,"655,684 ","9,347,738 ",
843,美濃,3表燈小計,**,727 ,"5,861,038 ","73,963,608 ",
843,美濃,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
843,美濃,5低壓綜合需量非營業用,16 ,710 ,"170,824 ","1,918,838 ",
843,美濃,6低壓綜合非營業用電小計,**,710 ,"170,824 ","1,918,838 ",
843,美濃,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
843,美濃,8低壓綜合需量營業用,31 ,"1,259 ","315,768 ","3,790,709 ",
843,美濃,9低壓綜合營業用電小計,**,"1,259 ","315,768 ","3,790,709 ",
843,美濃,10低壓綜合用電小計,**,"1,969 ","486,592 ","5,709,547 ",
843,美濃,11低壓裝置電力,"1,001 ","7,118 ","1,321,450 ","14,016,876 ",
843,美濃,12低壓需量電力,112 ,"2,182 ","337,081 ","4,215,020 ",
843,美濃,13低壓電力小計,**,"9,300 ","1,658,531 ","18,231,896 ",
843,美濃,14高壓電力,17 ,"6,435 ","1,108,233 ","13,556,101 ",
843,美濃,15特高壓電力,*,0 ,0 ,0 ,
843,美濃,16高＆特高壓電力小計,**,"6,435 ","1,108,233 ","13,556,101 ",
843,美濃,17電力小計,**,"15,735 ","2,766,764 ","31,787,997 ",
843,美濃,18綜合＆電力小計,**,"17,704 ","3,253,356 ","37,497,544 ",
843,美濃,19電燈＆綜合＆電力小計,**,"18,431 ","9,114,394 ","111,461,152 ",
843,美濃,20臨時電燈,*,0 ,5 ,"13,796 ",
843,美濃,21臨時電力,*,0 ,0 ,0 ,
843,美濃,22臨時用電小計,**,0 ,5 ,"13,796 ",
843,美濃,23總計（含臨時用電）,**,"18,431 ","9,114,399 ","111,474,948 ",
843,美濃,24表燈合計,**,727 ,"5,861,043 ","73,977,404 ",
843,美濃,25綜合＆電力合計,**,"17,704 ","3,253,356 ","37,497,544 ",
844,六龜,1表燈非營業用,"7,963 ",22 ,"1,022,784 ","18,472,962 ",
844,六龜,2表燈營業用,477 ,391 ,"307,319 ","5,496,526 ",
844,六龜,3表燈小計,**,413 ,"1,330,103 ","23,969,488 ",
844,六龜,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
844,六龜,5低壓綜合需量非營業用,7 ,302 ,"58,569 ","420,021 ",
844,六龜,6低壓綜合非營業用電小計,**,302 ,"58,569 ","420,021 ",
844,六龜,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
844,六龜,8低壓綜合需量營業用,13 ,519 ,"173,502 ","2,030,730 ",
844,六龜,9低壓綜合營業用電小計,**,519 ,"173,502 ","2,030,730 ",
844,六龜,10低壓綜合用電小計,**,821 ,"232,071 ","2,450,751 ",
844,六龜,11低壓裝置電力,62 ,681 ,"70,023 ","675,929 ",
844,六龜,12低壓需量電力,16 ,315 ,"44,070 ","523,678 ",
844,六龜,13低壓電力小計,**,996 ,"114,093 ","1,199,607 ",
844,六龜,14高壓電力,*,930 ,"174,200 ","1,831,254 ",
844,六龜,15特高壓電力,*,0 ,0 ,0 ,
844,六龜,16高＆特高壓電力小計,**,930 ,"174,200 ","1,831,254 ",
844,六龜,17電力小計,**,"1,926 ","288,293 ","3,030,861 ",
844,六龜,18綜合＆電力小計,**,"2,747 ","520,364 ","5,481,612 ",
844,六龜,19電燈＆綜合＆電力小計,**,"3,160 ","1,850,467 ","29,451,100 ",
844,六龜,20臨時電燈,*,0 ,0 ,"15,232 ",
844,六龜,21臨時電力,*,0 ,0 ,0 ,
844,六龜,22臨時用電小計,**,0 ,0 ,"15,232 ",
844,六龜,23總計（含臨時用電）,**,"3,160 ","1,850,467 ","29,466,332 ",
844,六龜,24表燈合計,**,413 ,"1,330,103 ","23,984,720 ",
844,六龜,25綜合＆電力合計,**,"2,747 ","520,364 ","5,481,612 ",
845,內門,1表燈非營業用,"8,033 ",57 ,"2,522,675 ","21,946,447 ",
845,內門,2表燈營業用,198 ,197 ,"223,659 ","2,132,120 ",
845,內門,3表燈小計,**,254 ,"2,746,334 ","24,078,567 ",
845,內門,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
845,內門,5低壓綜合需量非營業用,*,108 ,"14,026 ","191,850 ",
845,內門,6低壓綜合非營業用電小計,**,108 ,"14,026 ","191,850 ",
845,內門,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
845,內門,8低壓綜合需量營業用,6 ,136 ,"36,024 ","470,170 ",
845,內門,9低壓綜合營業用電小計,**,136 ,"36,024 ","470,170 ",
845,內門,10低壓綜合用電小計,**,244 ,"50,050 ","662,020 ",
845,內門,11低壓裝置電力,60 ,506 ,"52,039 ","676,363 ",
845,內門,12低壓需量電力,49 ,848 ,"115,350 ","1,512,453 ",
845,內門,13低壓電力小計,**,"1,354 ","167,389 ","2,188,816 ",
845,內門,14高壓電力,*,"2,798 ","569,712 ","8,289,344 ",
845,內門,15特高壓電力,*,0 ,0 ,0 ,
845,內門,16高＆特高壓電力小計,**,"2,798 ","569,712 ","8,289,344 ",
845,內門,17電力小計,**,"4,152 ","737,101 ","10,478,160 ",
845,內門,18綜合＆電力小計,**,"4,396 ","787,151 ","11,140,180 ",
845,內門,19電燈＆綜合＆電力小計,**,"4,650 ","3,533,485 ","35,218,747 ",
845,內門,20臨時電燈,*,0 ,27 ,27 ,
845,內門,21臨時電力,*,0 ,0 ,0 ,
845,內門,22臨時用電小計,**,0 ,27 ,27 ,
845,內門,23總計（含臨時用電）,**,"4,650 ","3,533,512 ","35,218,774 ",
845,內門,24表燈合計,**,254 ,"2,746,361 ","24,078,594 ",
845,內門,25綜合＆電力合計,**,"4,396 ","787,151 ","11,140,180 ",
846,杉林,1表燈非營業用,"7,262 ",0 ,"1,079,886 ","15,913,054 ",
846,杉林,2表燈營業用,167 ,144 ,"112,287 ","1,413,459 ",
846,杉林,3表燈小計,**,144 ,"1,192,173 ","17,326,513 ",
846,杉林,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
846,杉林,5低壓綜合需量非營業用,*,282 ,"94,240 ","1,145,360 ",
846,杉林,6低壓綜合非營業用電小計,**,282 ,"94,240 ","1,145,360 ",
846,杉林,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
846,杉林,8低壓綜合需量營業用,6 ,255 ,"79,160 ","971,374 ",
846,杉林,9低壓綜合營業用電小計,**,255 ,"79,160 ","971,374 ",
846,杉林,10低壓綜合用電小計,**,537 ,"173,400 ","2,116,734 ",
846,杉林,11低壓裝置電力,34 ,357 ,"30,051 ","338,730 ",
846,杉林,12低壓需量電力,19 ,393 ,"39,183 ","356,477 ",
846,杉林,13低壓電力小計,**,750 ,"69,234 ","695,207 ",
846,杉林,14高壓電力,*,430 ,"62,520 ","1,037,600 ",
846,杉林,15特高壓電力,*,0 ,0 ,0 ,
846,杉林,16高＆特高壓電力小計,**,430 ,"62,520 ","1,037,600 ",
846,杉林,17電力小計,**,"1,180 ","131,754 ","1,732,807 ",
846,杉林,18綜合＆電力小計,**,"1,717 ","305,154 ","3,849,541 ",
846,杉林,19電燈＆綜合＆電力小計,**,"1,861 ","1,497,327 ","21,176,054 ",
846,杉林,20臨時電燈,*,0 ,537 ,"6,517 ",
846,杉林,21臨時電力,*,0 ,0 ,0 ,
846,杉林,22臨時用電小計,**,0 ,537 ,"6,517 ",
846,杉林,23總計（含臨時用電）,**,"1,861 ","1,497,864 ","21,182,571 ",
846,杉林,24表燈合計,**,144 ,"1,192,710 ","17,333,030 ",
846,杉林,25綜合＆電力合計,**,"1,717 ","305,154 ","3,849,541 ",
847,甲仙,1表燈非營業用,"3,629 ",1 ,"886,160 ","8,590,725 ",
847,甲仙,2表燈營業用,206 ,171 ,"280,138 ","2,943,597 ",
847,甲仙,3表燈小計,**,172 ,"1,166,298 ","11,534,322 ",
847,甲仙,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
847,甲仙,5低壓綜合需量非營業用,9 ,298 ,"36,651 ","414,188 ",
847,甲仙,6低壓綜合非營業用電小計,**,298 ,"36,651 ","414,188 ",
847,甲仙,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
847,甲仙,8低壓綜合需量營業用,9 ,213 ,"52,792 ","617,209 ",
847,甲仙,9低壓綜合營業用電小計,**,213 ,"52,792 ","617,209 ",
847,甲仙,10低壓綜合用電小計,**,511 ,"89,443 ","1,031,397 ",
847,甲仙,11低壓裝置電力,27 ,165 ,"26,369 ","272,496 ",
847,甲仙,12低壓需量電力,14 ,294 ,"44,411 ","541,972 ",
847,甲仙,13低壓電力小計,**,459 ,"70,780 ","814,468 ",
847,甲仙,14高壓電力,*,700 ,"66,600 ","717,600 ",
847,甲仙,15特高壓電力,*,0 ,0 ,0 ,
847,甲仙,16高＆特高壓電力小計,**,700 ,"66,600 ","717,600 ",
847,甲仙,17電力小計,**,"1,159 ","137,380 ","1,532,068 ",
847,甲仙,18綜合＆電力小計,**,"1,670 ","226,823 ","2,563,465 ",
847,甲仙,19電燈＆綜合＆電力小計,**,"1,842 ","1,393,121 ","14,097,787 ",
847,甲仙,20臨時電燈,*,0 ,0 ,0 ,
847,甲仙,21臨時電力,*,0 ,0 ,"5,000 ",
847,甲仙,22臨時用電小計,**,0 ,0 ,"5,000 ",
847,甲仙,23總計（含臨時用電）,**,"1,842 ","1,393,121 ","14,102,787 ",
847,甲仙,24表燈合計,**,172 ,"1,166,298 ","11,534,322 ",
847,甲仙,25綜合＆電力合計,**,"1,670 ","226,823 ","2,568,465 ",
848,桃源,1表燈非營業用,"1,561 ",0 ,"598,953 ","4,411,031 ",
848,桃源,2表燈營業用,79 ,69 ,"100,084 ","887,319 ",
848,桃源,3表燈小計,**,69 ,"699,037 ","5,298,350 ",
848,桃源,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
848,桃源,5低壓綜合需量非營業用,*,159 ,"15,834 ","194,186 ",
848,桃源,6低壓綜合非營業用電小計,**,159 ,"15,834 ","194,186 ",
848,桃源,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
848,桃源,8低壓綜合需量營業用,*,0 ,0 ,0 ,
848,桃源,9低壓綜合營業用電小計,**,0 ,0 ,0 ,
848,桃源,10低壓綜合用電小計,**,159 ,"15,834 ","194,186 ",
848,桃源,11低壓裝置電力,6 ,50 ,"3,089 ","31,507 ",
848,桃源,12低壓需量電力,*,75 ,"2,880 ","19,858 ",
848,桃源,13低壓電力小計,**,125 ,"5,969 ","51,365 ",
848,桃源,14高壓電力,*,0 ,0 ,0 ,
848,桃源,15特高壓電力,*,0 ,0 ,0 ,
848,桃源,16高＆特高壓電力小計,**,0 ,0 ,0 ,
848,桃源,17電力小計,**,125 ,"5,969 ","51,365 ",
848,桃源,18綜合＆電力小計,**,284 ,"21,803 ","245,551 ",
848,桃源,19電燈＆綜合＆電力小計,**,353 ,"720,840 ","5,543,901 ",
848,桃源,20臨時電燈,*,0 ,0 ,0 ,
848,桃源,21臨時電力,*,0 ,0 ,0 ,
848,桃源,22臨時用電小計,**,0 ,0 ,0 ,
848,桃源,23總計（含臨時用電）,**,353 ,"720,840 ","5,543,901 ",
848,桃源,24表燈合計,**,69 ,"699,037 ","5,298,350 ",
848,桃源,25綜合＆電力合計,**,284 ,"21,803 ","245,551 ",
849,那瑪夏區,1表燈非營業用,"1,231 ",0 ,231 ,"2,988,965 ",
849,那瑪夏區,2表燈營業用,24 ,58 ,"21,148 ","365,426 ",
849,那瑪夏區,3表燈小計,**,58 ,"21,379 ","3,354,391 ",
849,那瑪夏區,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
849,那瑪夏區,5低壓綜合需量非營業用,*,85 ,"12,560 ","152,440 ",
849,那瑪夏區,6低壓綜合非營業用電小計,**,85 ,"12,560 ","152,440 ",
849,那瑪夏區,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
849,那瑪夏區,8低壓綜合需量營業用,*,0 ,0 ,0 ,
849,那瑪夏區,9低壓綜合營業用電小計,**,0 ,0 ,0 ,
849,那瑪夏區,10低壓綜合用電小計,**,85 ,"12,560 ","152,440 ",
849,那瑪夏區,11低壓裝置電力,*,0 ,0 ,0 ,
849,那瑪夏區,12低壓需量電力,*,0 ,0 ,0 ,
849,那瑪夏區,13低壓電力小計,**,0 ,0 ,0 ,
849,那瑪夏區,14高壓電力,*,0 ,0 ,0 ,
849,那瑪夏區,15特高壓電力,*,0 ,0 ,0 ,
849,那瑪夏區,16高＆特高壓電力小計,**,0 ,0 ,0 ,
849,那瑪夏區,17電力小計,**,0 ,0 ,0 ,
849,那瑪夏區,18綜合＆電力小計,**,85 ,"12,560 ","152,440 ",
849,那瑪夏區,19電燈＆綜合＆電力小計,**,143 ,"33,939 ","3,506,831 ",
849,那瑪夏區,20臨時電燈,*,0 ,0 ,0 ,
849,那瑪夏區,21臨時電力,*,0 ,0 ,0 ,
849,那瑪夏區,22臨時用電小計,**,0 ,0 ,0 ,
849,那瑪夏區,23總計（含臨時用電）,**,143 ,"33,939 ","3,506,831 ",
849,那瑪夏區,24表燈合計,**,58 ,"21,379 ","3,354,391 ",
849,那瑪夏區,25綜合＆電力合計,**,85 ,"12,560 ","152,440 ",
851,茂林,1表燈非營業用,601 ,0 ,"3,444 ","1,957,482 ",
851,茂林,2表燈營業用,38 ,61 ,"23,692 ","388,198 ",
851,茂林,3表燈小計,**,61 ,"27,136 ","2,345,680 ",
851,茂林,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
851,茂林,5低壓綜合需量非營業用,*,168 ,"13,160 ","150,939 ",
851,茂林,6低壓綜合非營業用電小計,**,168 ,"13,160 ","150,939 ",
851,茂林,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
851,茂林,8低壓綜合需量營業用,*,0 ,0 ,0 ,
851,茂林,9低壓綜合營業用電小計,**,0 ,0 ,0 ,
851,茂林,10低壓綜合用電小計,**,168 ,"13,160 ","150,939 ",
851,茂林,11低壓裝置電力,12 ,65 ,"16,355 ","211,958 ",
851,茂林,12低壓需量電力,*,18 ,"2,355 ","13,498 ",
851,茂林,13低壓電力小計,**,83 ,"18,710 ","225,456 ",
851,茂林,14高壓電力,*,0 ,0 ,0 ,
851,茂林,15特高壓電力,*,0 ,0 ,0 ,
851,茂林,16高＆特高壓電力小計,**,0 ,0 ,0 ,
851,茂林,17電力小計,**,83 ,"18,710 ","225,456 ",
851,茂林,18綜合＆電力小計,**,251 ,"31,870 ","376,395 ",
851,茂林,19電燈＆綜合＆電力小計,**,312 ,"59,006 ","2,722,075 ",
851,茂林,20臨時電燈,*,0 ,0 ,0 ,
851,茂林,21臨時電力,*,0 ,0 ,0 ,
851,茂林,22臨時用電小計,**,0 ,0 ,0 ,
851,茂林,23總計（含臨時用電）,**,312 ,"59,006 ","2,722,075 ",
851,茂林,24表燈合計,**,61 ,"27,136 ","2,345,680 ",
851,茂林,25綜合＆電力合計,**,251 ,"31,870 ","376,395 ",
852,茄萣,1表燈非營業用,"16,245 ",20 ,"3,732,569 ","52,448,104 ",
852,茄萣,2表燈營業用,951 ,574 ,"708,689 ","9,074,172 ",
852,茄萣,3表燈小計,**,594 ,"4,441,258 ","61,522,276 ",
852,茄萣,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
852,茄萣,5低壓綜合需量非營業用,8 ,302 ,"38,728 ","458,314 ",
