郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,
635,東勢,8低壓綜合需量營業用　　,15,807,"252,754",,
635,東勢,9低壓綜合營業用電小計　,**,807,"252,754",,
635,東勢,10低壓綜合用電小計　　　,**,847,"261,291",,
635,東勢,11低壓裝置電力　　　　　,482,"2,887","748,791",,
635,東勢,12低壓需量電力　　　　　,93,"1,751","393,033",,
635,東勢,13低壓電力小計　　　　　,**,"4,638","1,141,824",,
635,東勢,14高壓電力　　　　　　　,＊,840,"103,440",,
635,東勢,15特高壓電力　　　　　　,＊,0,0,,
635,東勢,16高＆特高壓電力小計　　,**,840,"103,440",,
635,東勢,17電力小計　　　　　　　,**,"5,478","1,245,264",,
635,東勢,18綜合＆電力小計　　　　,**,"6,325","1,506,555",,
635,東勢,19電燈＆綜合＆電力小計　,**,"6,505","3,427,493",,
635,東勢,20臨時電燈　　　　　　　,＊,0,663,,
635,東勢,21臨時電力　　　　　　　,＊,0,0,,
635,東勢,22臨時用電小計　　　　　,**,0,663,,
635,東勢,23總計（含臨時用電）　　,**,"6,505","3,428,156",,
635,東勢,24表燈合計　　　　　　　,**,180,"1,921,601",,
635,東勢,25綜合＆電力合計　　　　,**,"6,325","1,506,555",,
636,臺西,1表燈非營業用　　　　,"16,622",8,"2,145,773",,
636,臺西,2表燈營業用　　　　　　,381,184,"128,026",,
636,臺西,3表燈小計　　　　　　　,**,192,"2,273,799",,
636,臺西,4低壓綜合裝置非營業用　,＊,0,0,,
636,臺西,5低壓綜合需量非營業用　,＊,269,"63,080",,
636,臺西,6低壓綜合非營業用電小計,**,269,"63,080",,
636,臺西,7低壓綜合裝置營業用　　,＊,0,0,,
636,臺西,8低壓綜合需量營業用　　,16,"1,020","153,169",,
636,臺西,9低壓綜合營業用電小計　,**,"1,020","153,169",,
636,臺西,10低壓綜合用電小計　　　,**,"1,289","216,249",,
636,臺西,11低壓裝置電力　　　　　,"2,350","11,241","3,028,091",,
636,臺西,12低壓需量電力　　　　　,124,"2,808","278,294",,
636,臺西,13低壓電力小計　　　　　,**,"14,049","3,306,385",,
636,臺西,14高壓電力　　　　　　　,＊,719,"191,240",,
636,臺西,15特高壓電力　　　　　　,＊,0,0,,
636,臺西,16高＆特高壓電力小計　　,**,719,"191,240",,
636,臺西,17電力小計　　　　　　　,**,"14,768","3,497,625",,
636,臺西,18綜合＆電力小計　　　　,**,"16,057","3,713,874",,
636,臺西,19電燈＆綜合＆電力小計　,**,"16,249","5,987,673",,
636,臺西,20臨時電燈　　　　　　　,＊,0,407,,
636,臺西,21臨時電力　　　　　　　,＊,0,0,,
636,臺西,22臨時用電小計　　　　　,**,0,407,,
636,臺西,23總計（含臨時用電）　　,**,"16,249","5,988,080",,
636,臺西,24表燈合計　　　　　　　,**,192,"2,274,206",,
636,臺西,25綜合＆電力合計　　　　,**,"16,057","3,713,874",,
637,崙背,1表燈非營業用　　　　,"23,167",54,"3,844,302",,
637,崙背,2表燈營業用　　　　　　,744,495,"977,103",,
637,崙背,3表燈小計　　　　　　　,**,549,"4,821,405",,
637,崙背,4低壓綜合裝置非營業用　,＊,0,0,,
637,崙背,5低壓綜合需量非營業用　,＊,248,"30,093",,
637,崙背,6低壓綜合非營業用電小計,**,248,"30,093",,
637,崙背,7低壓綜合裝置營業用　　,＊,0,0,,
637,崙背,8低壓綜合需量營業用　　,25,830,"295,191",,
637,崙背,9低壓綜合營業用電小計　,**,830,"295,191",,
637,崙背,10低壓綜合用電小計　　　,**,"1,078","325,284",,
637,崙背,11低壓裝置電力　　　　　,573,"5,086","1,523,123",,
637,崙背,12低壓需量電力　　　　　,106,"3,527","862,114",,
637,崙背,13低壓電力小計　　　　　,**,"8,613","2,385,237",,
637,崙背,14高壓電力　　　　　　　,11,"2,612","792,475",,
637,崙背,15特高壓電力　　　　　　,＊,0,0,,
637,崙背,16高＆特高壓電力小計　　,**,"2,612","792,475",,
637,崙背,17電力小計　　　　　　　,**,"11,225","3,177,712",,
637,崙背,18綜合＆電力小計　　　　,**,"12,303","3,502,996",,
637,崙背,19電燈＆綜合＆電力小計　,**,"12,852","8,324,401",,
637,崙背,20臨時電燈　　　　　　　,＊,0,781,,
637,崙背,21臨時電力　　　　　　　,＊,0,0,,
637,崙背,22臨時用電小計　　　　　,**,0,781,,
637,崙背,23總計（含臨時用電）　　,**,"12,852","8,325,182",,
637,崙背,24表燈合計　　　　　　　,**,549,"4,822,186",,
637,崙背,25綜合＆電力合計　　　　,**,"12,303","3,502,996",,
638,麥寮,1表燈非營業用　　　　,"21,371",376,"8,827,528",,
638,麥寮,2表燈營業用　　　　　　,963,862,"1,843,446",,
638,麥寮,3表燈小計　　　　　　　,**,"1,238","10,670,974",,
638,麥寮,4低壓綜合裝置非營業用　,＊,0,0,,
638,麥寮,5低壓綜合需量非營業用　,12,731,"211,947",,
638,麥寮,6低壓綜合非營業用電小計,**,731,"211,947",,
638,麥寮,7低壓綜合裝置營業用　　,＊,0,0,,
638,麥寮,8低壓綜合需量營業用　　,50,"2,391","619,250",,
638,麥寮,9低壓綜合營業用電小計　,**,"2,391","619,250",,
638,麥寮,10低壓綜合用電小計　　　,**,"3,122","831,197",,
638,麥寮,11低壓裝置電力　　　　　,"2,988","15,321","6,022,526",,
638,麥寮,12低壓需量電力　　　　　,152,"4,918","1,372,207",,
638,麥寮,13低壓電力小計　　　　　,**,"20,239","7,394,733",,
638,麥寮,14高壓電力　　　　　　　,10,"3,863","1,305,644",,
638,麥寮,15特高壓電力　　　　　　,＊,0,0,,
638,麥寮,16高＆特高壓電力小計　　,**,"3,863","1,305,644",,
638,麥寮,17電力小計　　　　　　　,**,"24,102","8,700,377",,
638,麥寮,18綜合＆電力小計　　　　,**,"27,224","9,531,574",,
638,麥寮,19電燈＆綜合＆電力小計　,**,"28,462","20,202,548",,
638,麥寮,20臨時電燈　　　　　　　,7,0,"1,571",,
638,麥寮,21臨時電力　　　　　　　,＊,0,0,,
638,麥寮,22臨時用電小計　　　　　,**,0,"1,571",,
638,麥寮,23總計（含臨時用電）　　,**,"28,462","20,204,119",,
638,麥寮,24表燈合計　　　　　　　,**,"1,238","10,672,545",,
638,麥寮,25綜合＆電力合計　　　　,**,"27,224","9,531,574",,
640,斗六,1表燈非營業用　　　　,"74,473",293,"21,352,334",,
640,斗六,2表燈營業用　　　　　　,"5,330","6,747","7,547,582",,
640,斗六,3表燈小計　　　　　　　,**,"7,040","28,899,916",,
640,斗六,4低壓綜合裝置非營業用　,＊,0,0,,
640,斗六,5低壓綜合需量非營業用　,130,"4,963","1,061,489",,
640,斗六,6低壓綜合非營業用電小計,**,"4,963","1,061,489",,
640,斗六,7低壓綜合裝置營業用　　,＊,0,0,,
640,斗六,8低壓綜合需量營業用　　,310,"12,183","3,584,186",,
640,斗六,9低壓綜合營業用電小計　,**,"12,183","3,584,186",,
640,斗六,10低壓綜合用電小計　　　,**,"17,146","4,645,675",,
640,斗六,11低壓裝置電力　　　　　,330,"4,731","832,887",,
640,斗六,12低壓需量電力　　　　　,342,"19,299","4,347,518",,
640,斗六,13低壓電力小計　　　　　,**,"24,030","5,180,405",,
640,斗六,14高壓電力　　　　　　　,226,"203,346","94,072,930",,
640,斗六,15特高壓電力　　　　　　,10,"175,280","111,169,600",,
640,斗六,16高＆特高壓電力小計　　,**,"378,626","205,242,530",,
640,斗六,17電力小計　　　　　　　,**,"402,656","210,422,935",,
640,斗六,18綜合＆電力小計　　　　,**,"419,802","215,068,610",,
640,斗六,19電燈＆綜合＆電力小計　,**,"426,842","243,968,526",,
640,斗六,20臨時電燈　　　　　　　,141,0,"18,972",,
640,斗六,21臨時電力　　　　　　　,16,812,"84,850",,
640,斗六,22臨時用電小計　　　　　,**,812,"103,822",,
640,斗六,23總計（含臨時用電）　　,**,"426,842","244,072,348",,
640,斗六,24表燈合計　　　　　　　,**,"7,040","28,918,888",,
640,斗六,25綜合＆電力合計　　　　,**,"419,802","215,153,460",,
643,林內,1表燈非營業用　　　　,"9,633",159,"2,787,294",,
643,林內,2表燈營業用　　　　　　,447,582,"574,516",,
643,林內,3表燈小計　　　　　　　,**,741,"3,361,810",,
643,林內,4低壓綜合裝置非營業用　,＊,0,0,,
643,林內,5低壓綜合需量非營業用　,＊,279,"77,520",,
643,林內,6低壓綜合非營業用電小計,**,279,"77,520",,
643,林內,7低壓綜合裝置營業用　　,＊,0,0,,
643,林內,8低壓綜合需量營業用　　,21,"1,917","405,218",,
643,林內,9低壓綜合營業用電小計　,**,"1,917","405,218",,
643,林內,10低壓綜合用電小計　　　,**,"2,196","482,738",,
643,林內,11低壓裝置電力　　　　　,123,"1,565","135,549",,
643,林內,12低壓需量電力　　　　　,46,"1,658","429,111",,
643,林內,13低壓電力小計　　　　　,**,"3,223","564,660",,
643,林內,14高壓電力　　　　　　　,17,"7,092","1,564,316",,
643,林內,15特高壓電力　　　　　　,＊,"8,200","5,125,400",,
643,林內,16高＆特高壓電力小計　　,**,"15,292","6,689,716",,
643,林內,17電力小計　　　　　　　,**,"18,515","7,254,376",,
643,林內,18綜合＆電力小計　　　　,**,"20,711","7,737,114",,
643,林內,19電燈＆綜合＆電力小計　,**,"21,452","11,098,924",,
643,林內,20臨時電燈　　　　　　　,6,0,6,,
643,林內,21臨時電力　　　　　　　,＊,160,"19,000",,
643,林內,22臨時用電小計　　　　　,**,160,"19,006",,
643,林內,23總計（含臨時用電）　　,**,"21,452","11,117,930",,
643,林內,24表燈合計　　　　　　　,**,741,"3,361,816",,
643,林內,25綜合＆電力合計　　　　,**,"20,711","7,756,114",,
646,古坑,1表燈非營業用　　　　,"20,069",238,"5,564,663",,
646,古坑,2表燈營業用　　　　　　,779,691,"819,244",,
646,古坑,3表燈小計　　　　　　　,**,929,"6,383,907",,
646,古坑,4低壓綜合裝置非營業用　,＊,0,0,,
646,古坑,5低壓綜合需量非營業用　,10,569,"112,126",,
646,古坑,6低壓綜合非營業用電小計,**,569,"112,126",,
646,古坑,7低壓綜合裝置營業用　　,＊,0,0,,
646,古坑,8低壓綜合需量營業用　　,41,"1,604","478,455",,
646,古坑,9低壓綜合營業用電小計　,**,"1,604","478,455",,
646,古坑,10低壓綜合用電小計　　　,**,"2,173","590,581",,
646,古坑,11低壓裝置電力　　　　　,395,"5,334","703,357",,
646,古坑,12低壓需量電力　　　　　,121,"3,795","788,143",,
646,古坑,13低壓電力小計　　　　　,**,"9,129","1,491,500",,
646,古坑,14高壓電力　　　　　　　,20,"10,662","3,310,102",,
646,古坑,15特高壓電力　　　　　　,＊,0,0,,
646,古坑,16高＆特高壓電力小計　　,**,"10,662","3,310,102",,
646,古坑,17電力小計　　　　　　　,**,"19,791","4,801,602",,
646,古坑,18綜合＆電力小計　　　　,**,"21,964","5,392,183",,
646,古坑,19電燈＆綜合＆電力小計　,**,"22,893","11,776,090",,
646,古坑,20臨時電燈　　　　　　　,13,0,"1,931",,
646,古坑,21臨時電力　　　　　　　,＊,0,0,,
646,古坑,22臨時用電小計　　　　　,**,0,"1,931",,
646,古坑,23總計（含臨時用電）　　,**,"22,893","11,778,021",,
646,古坑,24表燈合計　　　　　　　,**,929,"6,385,838",,
646,古坑,25綜合＆電力合計　　　　,**,"21,964","5,392,183",,
647,莿桐,1表燈非營業用　　　　,"21,240",15,"3,088,397",,
647,莿桐,2表燈營業用　　　　　　,812,575,"780,374",,
647,莿桐,3表燈小計　　　　　　　,**,590,"3,868,771",,
647,莿桐,4低壓綜合裝置非營業用　,＊,0,0,,
647,莿桐,5低壓綜合需量非營業用　,7,226,"49,035",,
647,莿桐,6低壓綜合非營業用電小計,**,226,"49,035",,
647,莿桐,7低壓綜合裝置營業用　　,＊,0,0,,
647,莿桐,8低壓綜合需量營業用　　,36,"1,374","454,154",,
647,莿桐,9低壓綜合營業用電小計　,**,"1,374","454,154",,
647,莿桐,10低壓綜合用電小計　　　,**,"1,600","503,189",,
647,莿桐,11低壓裝置電力　　　　　,183,"2,722","624,469",,
647,莿桐,12低壓需量電力　　　　　,74,"2,918","614,268",,
647,莿桐,13低壓電力小計　　　　　,**,"5,640","1,238,737",,
647,莿桐,14高壓電力　　　　　　　,27,"12,403","2,945,552",,
647,莿桐,15特高壓電力　　　　　　,＊,"6,500","3,722,400",,
647,莿桐,16高＆特高壓電力小計　　,**,"18,903","6,667,952",,
647,莿桐,17電力小計　　　　　　　,**,"24,543","7,906,689",,
647,莿桐,18綜合＆電力小計　　　　,**,"26,143","8,409,878",,
647,莿桐,19電燈＆綜合＆電力小計　,**,"26,733","12,278,649",,
647,莿桐,20臨時電燈　　　　　　　,13,0,580,,
647,莿桐,21臨時電力　　　　　　　,＊,0,0,,
647,莿桐,22臨時用電小計　　　　　,**,0,580,,
647,莿桐,23總計（含臨時用電）　　,**,"26,733","12,279,229",,
647,莿桐,24表燈合計　　　　　　　,**,590,"3,869,351",,
647,莿桐,25綜合＆電力合計　　　　,**,"26,143","8,409,878",,
648,西螺,1表燈非營業用　　　　,"33,607",273,"7,795,828",,
648,西螺,2表燈營業用　　　　　　,"1,864","4,480","3,060,131",,
648,西螺,3表燈小計　　　　　　　,**,"4,753","10,855,959",,
648,西螺,4低壓綜合裝置非營業用　,＊,0,0,,
648,西螺,5低壓綜合需量非營業用　,17,"1,006","265,265",,
648,西螺,6低壓綜合非營業用電小計,**,"1,006","265,265",,
648,西螺,7低壓綜合裝置營業用　　,＊,0,0,,
648,西螺,8低壓綜合需量營業用　　,151,"8,724","2,594,737",,
648,西螺,9低壓綜合營業用電小計　,**,"8,724","2,594,737",,
648,西螺,10低壓綜合用電小計　　　,**,"9,730","2,860,002",,
648,西螺,11低壓裝置電力　　　　　,177,"3,249","697,826",,
648,西螺,12低壓需量電力　　　　　,103,"4,779","1,359,909",,
648,西螺,13低壓電力小計　　　　　,**,"8,028","2,057,735",,
648,西螺,14高壓電力　　　　　　　,32,"9,843","3,644,384",,
648,西螺,15特高壓電力　　　　　　,＊,0,0,,
648,西螺,16高＆特高壓電力小計　　,**,"9,843","3,644,384",,
648,西螺,17電力小計　　　　　　　,**,"17,871","5,702,119",,
648,西螺,18綜合＆電力小計　　　　,**,"27,601","8,562,121",,
648,西螺,19電燈＆綜合＆電力小計　,**,"32,354","19,418,080",,
648,西螺,20臨時電燈　　　　　　　,29,0,"2,705",,
648,西螺,21臨時電力　　　　　　　,＊,297,"60,040",,
648,西螺,22臨時用電小計　　　　　,**,297,"62,745",,
648,西螺,23總計（含臨時用電）　　,**,"32,354","19,480,825",,
648,西螺,24表燈合計　　　　　　　,**,"4,753","10,858,664",,
648,西螺,25綜合＆電力合計　　　　,**,"27,601","8,622,161",,
649,二崙,1表燈非營業用　　　　,"24,908",37,"5,427,399",,
649,二崙,2表燈營業用　　　　　　,536,671,"792,329",,
649,二崙,3表燈小計　　　　　　　,**,708,"6,219,728",,
649,二崙,4低壓綜合裝置非營業用　,＊,0,0,,
649,二崙,5低壓綜合需量非營業用　,＊,90,"9,680",,
649,二崙,6低壓綜合非營業用電小計,**,90,"9,680",,
649,二崙,7低壓綜合裝置營業用　　,＊,0,0,,
649,二崙,8低壓綜合需量營業用　　,54,"2,413","680,446",,
649,二崙,9低壓綜合營業用電小計　,**,"2,413","680,446",,
649,二崙,10低壓綜合用電小計　　　,**,"2,503","690,126",,
649,二崙,11低壓裝置電力　　　　　,301,"3,659","963,980",,
649,二崙,12低壓需量電力　　　　　,120,"3,617","1,041,013",,
649,二崙,13低壓電力小計　　　　　,**,"7,276","2,004,993",,
649,二崙,14高壓電力　　　　　　　,15,"3,581","1,252,480",,
649,二崙,15特高壓電力　　　　　　,＊,0,0,,
649,二崙,16高＆特高壓電力小計　　,**,"3,581","1,252,480",,
649,二崙,17電力小計　　　　　　　,**,"10,857","3,257,473",,
649,二崙,18綜合＆電力小計　　　　,**,"13,360","3,947,599",,
649,二崙,19電燈＆綜合＆電力小計　,**,"14,068","10,167,327",,
649,二崙,20臨時電燈　　　　　　　,＊,0,"1,232",,
649,二崙,21臨時電力　　　　　　　,＊,400,"147,840",,
649,二崙,22臨時用電小計　　　　　,**,400,"149,072",,
649,二崙,23總計（含臨時用電）　　,**,"14,068","10,316,399",,
649,二崙,24表燈合計　　　　　　　,**,708,"6,220,960",,
649,二崙,25綜合＆電力合計　　　　,**,"13,360","4,095,439",,
651,北港,1表燈非營業用　　　　,"28,751",58,"8,547,641",,
651,北港,2表燈營業用　　　　　　,"1,715","1,186","2,236,617",,
651,北港,3表燈小計　　　　　　　,**,"1,244","10,784,258",,
651,北港,4低壓綜合裝置非營業用　,＊,0,0,,
651,北港,5低壓綜合需量非營業用　,37,"1,446","245,446",,
651,北港,6低壓綜合非營業用電小計,**,"1,446","245,446",,
651,北港,7低壓綜合裝置營業用　　,＊,0,0,,
651,北港,8低壓綜合需量營業用　　,114,"4,766","1,540,940",,
651,北港,9低壓綜合營業用電小計　,**,"4,766","1,540,940",,
651,北港,10低壓綜合用電小計　　　,**,"6,212","1,786,386",,
651,北港,11低壓裝置電力　　　　　,207,"2,566","556,144",,
651,北港,12低壓需量電力　　　　　,106,"4,017","883,636",,
651,北港,13低壓電力小計　　　　　,**,"6,583","1,439,780",,
651,北港,14高壓電力　　　　　　　,18,"5,815","2,059,325",,
651,北港,15特高壓電力　　　　　　,＊,100,"14,400",,
651,北港,16高＆特高壓電力小計　　,**,"5,915","2,073,725",,
651,北港,17電力小計　　　　　　　,**,"12,498","3,513,505",,
651,北港,18綜合＆電力小計　　　　,**,"18,710","5,299,891",,
651,北港,19電燈＆綜合＆電力小計　,**,"19,954","16,084,149",,
651,北港,20臨時電燈　　　　　　　,20,0,"5,281",,
651,北港,21臨時電力　　　　　　　,＊,0,0,,
651,北港,22臨時用電小計　　　　　,**,0,"5,281",,
651,北港,23總計（含臨時用電）　　,**,"19,954","16,089,430",,
651,北港,24表燈合計　　　　　　　,**,"1,244","10,789,539",,
651,北港,25綜合＆電力合計　　　　,**,"18,710","5,299,891",,
652,水林,1表燈非營業用　　　　,"22,261",6,"5,987,003",,
652,水林,2表燈營業用　　　　　　,483,268,"558,865",,
652,水林,3表燈小計　　　　　　　,**,274,"6,545,868",,
652,水林,4低壓綜合裝置非營業用　,＊,0,0,,
652,水林,5低壓綜合需量非營業用　,＊,31,"7,073",,
652,水林,6低壓綜合非營業用電小計,**,31,"7,073",,
652,水林,7低壓綜合裝置營業用　　,＊,0,0,,
652,水林,8低壓綜合需量營業用　　,26,"1,041","333,162",,
652,水林,9低壓綜合營業用電小計　,**,"1,041","333,162",,
652,水林,10低壓綜合用電小計　　　,**,"1,072","340,235",,
652,水林,11低壓裝置電力　　　　　,579,"6,151","1,392,567",,
652,水林,12低壓需量電力　　　　　,87,"1,740","378,569",,
652,水林,13低壓電力小計　　　　　,**,"7,891","1,771,136",,
652,水林,14高壓電力　　　　　　　,13,"2,660","855,219",,
652,水林,15特高壓電力　　　　　　,＊,0,0,,
652,水林,16高＆特高壓電力小計　　,**,"2,660","855,219",,
652,水林,17電力小計　　　　　　　,**,"10,551","2,626,355",,
652,水林,18綜合＆電力小計　　　　,**,"11,623","2,966,590",,
652,水林,19電燈＆綜合＆電力小計　,**,"11,897","9,512,458",,
652,水林,20臨時電燈　　　　　　　,＊,0,0,,
652,水林,21臨時電力　　　　　　　,＊,0,0,,
652,水林,22臨時用電小計　　　　　,**,0,0,,
652,水林,23總計（含臨時用電）　　,**,"11,897","9,512,458",,
652,水林,24表燈合計　　　　　　　,**,274,"6,545,868",,
652,水林,25綜合＆電力合計　　　　,**,"11,623","2,966,590",,
653,口湖,1表燈非營業用　　　　,"15,228",32,"3,587,106",,
653,口湖,2表燈營業用　　　　　　,463,389,"404,983",,
653,口湖,3表燈小計　　　　　　　,**,421,"3,992,089",,
653,口湖,4低壓綜合裝置非營業用　,＊,0,0,,
653,口湖,5低壓綜合需量非營業用　,＊,56,"5,278",,
653,口湖,6低壓綜合非營業用電小計,**,56,"5,278",,
653,口湖,7低壓綜合裝置營業用　　,＊,0,0,,
653,口湖,8低壓綜合需量營業用　　,38,940,"298,818",,
653,口湖,9低壓綜合營業用電小計　,**,940,"298,818",,
653,口湖,10低壓綜合用電小計　　　,**,996,"304,096",,
653,口湖,11低壓裝置電力　　　　　,"3,722","20,972","5,617,988",,
653,口湖,12低壓需量電力　　　　　,183,"2,759","387,124",,
653,口湖,13低壓電力小計　　　　　,**,"23,731","6,005,112",,
653,口湖,14高壓電力　　　　　　　,＊,"2,469","690,220",,
653,口湖,15特高壓電力　　　　　　,＊,0,0,,
653,口湖,16高＆特高壓電力小計　　,**,"2,469","690,220",,
653,口湖,17電力小計　　　　　　　,**,"26,200","6,695,332",,
653,口湖,18綜合＆電力小計　　　　,**,"27,196","6,999,428",,
653,口湖,19電燈＆綜合＆電力小計　,**,"27,617","10,991,517",,
653,口湖,20臨時電燈　　　　　　　,＊,0,37,,
653,口湖,21臨時電力　　　　　　　,＊,99,"4,080",,
653,口湖,22臨時用電小計　　　　　,**,99,"4,117",,
653,口湖,23總計（含臨時用電）　　,**,"27,617","10,995,634",,
653,口湖,24表燈合計　　　　　　　,**,421,"3,992,126",,
653,口湖,25綜合＆電力合計　　　　,**,"27,196","7,003,508",,
654,四湖,1表燈非營業用　　　　,"20,417",128,"3,845,110",,
654,四湖,2表燈營業用　　　　　　,474,191,"450,446",,
654,四湖,3表燈小計　　　　　　　,**,319,"4,295,556",,
654,四湖,4低壓綜合裝置非營業用　,＊,0,0,,
654,四湖,5低壓綜合需量非營業用　,＊,0,0,,
654,四湖,6低壓綜合非營業用電小計,**,0,0,,
654,四湖,7低壓綜合裝置營業用　　,＊,0,0,,
654,四湖,8低壓綜合需量營業用　　,27,873,"242,947",,
654,四湖,9低壓綜合營業用電小計　,**,873,"242,947",,
654,四湖,10低壓綜合用電小計　　　,**,873,"242,947",,
654,四湖,11低壓裝置電力　　　　　,444,"3,672","1,105,427",,
654,四湖,12低壓需量電力　　　　　,80,"2,151","438,465",,
654,四湖,13低壓電力小計　　　　　,**,"5,823","1,543,892",,
654,四湖,14高壓電力　　　　　　　,7,"1,909","470,564",,
654,四湖,15特高壓電力　　　　　　,＊,0,0,,
654,四湖,16高＆特高壓電力小計　　,**,"1,909","470,564",,
654,四湖,17電力小計　　　　　　　,**,"7,732","2,014,456",,
654,四湖,18綜合＆電力小計　　　　,**,"8,605","2,257,403",,
654,四湖,19電燈＆綜合＆電力小計　,**,"8,924","6,552,959",,
654,四湖,20臨時電燈　　　　　　　,＊,0,"1,437",,
654,四湖,21臨時電力　　　　　　　,＊,0,0,,
654,四湖,22臨時用電小計　　　　　,**,0,"1,437",,
654,四湖,23總計（含臨時用電）　　,**,"8,924","6,554,396",,
654,四湖,24表燈合計　　　　　　　,**,319,"4,296,993",,
654,四湖,25綜合＆電力合計　　　　,**,"8,605","2,257,403",,
655,元長,1表燈非營業用　　　　,"27,921",85,"5,305,588",,
655,元長,2表燈營業用　　　　　　,463,363,"577,682",,
655,元長,3表燈小計　　　　　　　,**,448,"5,883,270",,
655,元長,4低壓綜合裝置非營業用　,＊,0,0,,
655,元長,5低壓綜合需量非營業用　,＊,93,"37,727",,
655,元長,6低壓綜合非營業用電小計,**,93,"37,727",,
655,元長,7低壓綜合裝置營業用　　,＊,0,0,,
655,元長,8低壓綜合需量營業用　　,46,"2,596","888,522",,
655,元長,9低壓綜合營業用電小計　,**,"2,596","888,522",,
655,元長,10低壓綜合用電小計　　　,**,"2,689","926,249",,
655,元長,11低壓裝置電力　　　　　,444,"4,721","1,369,050",,
655,元長,12低壓需量電力　　　　　,117,"4,308","931,098",,
655,元長,13低壓電力小計　　　　　,**,"9,029","2,300,148",,
655,元長,14高壓電力　　　　　　　,28,"11,885","4,763,536",,
655,元長,15特高壓電力　　　　　　,＊,0,0,,
655,元長,16高＆特高壓電力小計　　,**,"11,885","4,763,536",,
655,元長,17電力小計　　　　　　　,**,"20,914","7,063,684",,
655,元長,18綜合＆電力小計　　　　,**,"23,603","7,989,933",,
655,元長,19電燈＆綜合＆電力小計　,**,"24,051","13,873,203",,
655,元長,20臨時電燈　　　　　　　,＊,0,3,,
655,元長,21臨時電力　　　　　　　,＊,49,"3,120",,
655,元長,22臨時用電小計　　　　　,**,49,"3,123",,
655,元長,23總計（含臨時用電）　　,**,"24,051","13,876,326",,
655,元長,24表燈合計　　　　　　　,**,448,"5,883,273",,
655,元長,25綜合＆電力合計　　　　,**,"23,603","7,993,053",,
700,中西區,1表燈非營業用　　　　,"53,402",362,"17,504,516",,
700,中西區,2表燈營業用　　　　　　,"6,912","7,638","9,220,257",,
700,中西區,3表燈小計　　　　　　　,**,"8,000","26,724,773",,
700,中西區,4低壓綜合裝置非營業用　,＊,0,0,,
700,中西區,5低壓綜合需量非營業用　,197,"8,137","1,611,204",,
700,中西區,6低壓綜合非營業用電小計,**,"8,137","1,611,204",,
700,中西區,7低壓綜合裝置營業用　　,＊,67,"9,056",,
700,中西區,8低壓綜合需量營業用　　,813,"29,686","7,852,757",,
700,中西區,9低壓綜合營業用電小計　,**,"29,753","7,861,813",,
700,中西區,10低壓綜合用電小計　　　,**,"37,890","9,473,017",,
700,中西區,11低壓裝置電力　　　　　,233,"1,650","176,681",,
700,中西區,12低壓需量電力　　　　　,169,"3,025","551,290",,
700,中西區,13低壓電力小計　　　　　,**,"4,675","727,971",,
700,中西區,14高壓電力　　　　　　　,90,"55,507","18,697,358",,
700,中西區,15特高壓電力　　　　　　,＊,0,0,,
700,中西區,16高＆特高壓電力小計　　,**,"55,507","18,697,358",,
700,中西區,17電力小計　　　　　　　,**,"60,182","19,425,329",,
700,中西區,18綜合＆電力小計　　　　,**,"98,072","28,898,346",,
700,中西區,19電燈＆綜合＆電力小計　,**,"106,072","55,623,119",,
700,中西區,20臨時電燈　　　　　　　,53,0,"6,995",,
700,中西區,21臨時電力　　　　　　　,11,403,"114,200",,
700,中西區,22臨時用電小計　　　　　,**,403,"121,195",,
700,中西區,23總計（含臨時用電）　　,**,"106,072","55,744,314",,
700,中西區,24表燈合計　　　　　　　,**,"8,000","26,731,768",,
700,中西區,25綜合＆電力合計　　　　,**,"98,072","29,012,546",,
701,東區,1表燈非營業用　　　　,"107,831",500,"38,256,541",,
701,東區,2表燈營業用　　　　　　,"7,588","9,293","9,763,203",,
701,東區,3表燈小計　　　　　　　,**,"9,793","48,019,744",,
701,東區,4低壓綜合裝置非營業用　,＊,0,0,,
701,東區,5低壓綜合需量非營業用　,327,"11,642","2,446,129",,
701,東區,6低壓綜合非營業用電小計,**,"11,642","2,446,129",,
701,東區,7低壓綜合裝置營業用　　,＊,0,0,,
701,東區,8低壓綜合需量營業用　　,607,"26,262","7,698,061",,
701,東區,9低壓綜合營業用電小計　,**,"26,262","7,698,061",,
701,東區,10低壓綜合用電小計　　　,**,"37,904","10,144,190",,
701,東區,11低壓裝置電力　　　　　,60,437,"65,114",,
701,東區,12低壓需量電力　　　　　,220,"4,897","998,396",,
701,東區,13低壓電力小計　　　　　,**,"5,334","1,063,510",,
701,東區,14高壓電力　　　　　　　,67,"42,439","17,442,795",,
701,東區,15特高壓電力　　　　　　,＊,"26,700","12,096,000",,
701,東區,16高＆特高壓電力小計　　,**,"69,139","29,538,795",,
701,東區,17電力小計　　　　　　　,**,"74,473","30,602,305",,
701,東區,18綜合＆電力小計　　　　,**,"112,377","40,746,495",,
701,東區,19電燈＆綜合＆電力小計　,**,"122,170","88,766,239",,
701,東區,20臨時電燈　　　　　　　,85,0,"39,960",,
701,東區,21臨時電力　　　　　　　,15,710,"123,140",,
701,東區,22臨時用電小計　　　　　,**,710,"163,100",,
701,東區,23總計（含臨時用電）　　,**,"122,170","88,929,339",,
701,東區,24表燈合計　　　　　　　,**,"9,793","48,059,704",,
